id_log,id_user,action_type,table_name,action_date,description
686,371,UPDATE,Patients,2023-02-20,User 371 performed UPDATE on Patients.
687,613,LOGIN,Patients,2023-10-27,User 613 performed LOGIN on Patients.
688,840,LOGOUT,Medical_staff,2023-02-23,User 840 performed LOGOUT on Medical_staff.
689,168,SELECT,Medical_records,2026-05-07,User 168 performed SELECT on Medical_records.
690,162,LOGOUT,Patients,2025-08-16,User 162 performed LOGOUT on Patients.
691,574,SELECT,Appointments,2026-04-28,User 574 performed SELECT on Appointments.
692,137,INSERT,Notifications,2026-04-10,User 137 performed INSERT on Notifications.
693,932,INSERT,Consultations,2025-03-05,User 932 performed INSERT on Consultations.
694,1101,SELECT,Appointments,2023-12-18,User 1101 performed SELECT on Appointments.
695,41,LOGOUT,Users,2023-09-09,User 41 performed LOGOUT on Users.
696,605,DELETE,Appointments,2022-08-12,User 605 performed DELETE on Appointments.
697,1121,INSERT,Appointments,2022-07-14,User 1121 performed INSERT on Appointments.
698,305,DELETE,Medical_staff,2024-06-26,User 305 performed DELETE on Medical_staff.
699,8,LOGIN,AI_Diagnosis,2023-01-31,User 8 performed LOGIN on AI_Diagnosis.
700,525,INSERT,Appointments,2024-01-03,User 525 performed INSERT on Appointments.
701,44,DELETE,Medical_staff,2025-11-19,User 44 performed DELETE on Medical_staff.
702,13,SELECT,Notifications,2023-06-05,User 13 performed SELECT on Notifications.
703,989,INSERT,Notifications,2025-11-17,User 989 performed INSERT on Notifications.
704,267,LOGOUT,Medical_staff,2023-01-28,User 267 performed LOGOUT on Medical_staff.
705,838,LOGIN,Consultations,2023-01-24,User 838 performed LOGIN on Consultations.
706,181,DELETE,Users,2023-04-25,User 181 performed DELETE on Users.
707,577,LOGIN,Patients,2024-08-17,User 577 performed LOGIN on Patients.
708,274,INSERT,AI_Diagnosis,2026-04-15,User 274 performed INSERT on AI_Diagnosis.
709,1090,DELETE,Users,2025-09-26,User 1090 performed DELETE on Users.
710,1061,DELETE,Users,2025-01-02,User 1061 performed DELETE on Users.
711,618,INSERT,Medical_records,2022-09-28,User 618 performed INSERT on Medical_records.
712,331,SELECT,AI_Diagnosis,2024-02-15,User 331 performed SELECT on AI_Diagnosis.
713,12,UPDATE,Consultations,2025-02-08,User 12 performed UPDATE on Consultations.
714,112,SELECT,Notifications,2024-09-20,User 112 performed SELECT on Notifications.
715,260,DELETE,Medical_records,2024-07-07,User 260 performed DELETE on Medical_records.
716,394,LOGOUT,Medical_staff,2023-06-06,User 394 performed LOGOUT on Medical_staff.
717,556,DELETE,Consultations,2025-12-29,User 556 performed DELETE on Consultations.
718,79,SELECT,AI_Diagnosis,2024-09-28,User 79 performed SELECT on AI_Diagnosis.
719,609,LOGOUT,Medical_records,2022-05-14,User 609 performed LOGOUT on Medical_records.
720,16,LOGIN,Appointments,2022-01-31,User 16 performed LOGIN on Appointments.
721,852,UPDATE,Medical_staff,2023-08-28,User 852 performed UPDATE on Medical_staff.
722,410,LOGOUT,AI_Diagnosis,2022-07-30,User 410 performed LOGOUT on AI_Diagnosis.
723,40,LOGOUT,Medical_staff,2022-12-09,User 40 performed LOGOUT on Medical_staff.
724,680,SELECT,Users,2023-07-07,User 680 performed SELECT on Users.
725,380,UPDATE,AI_Diagnosis,2023-05-04,User 380 performed UPDATE on AI_Diagnosis.
726,692,UPDATE,Medical_staff,2025-03-04,User 692 performed UPDATE on Medical_staff.
727,935,UPDATE,Medical_staff,2024-12-04,User 935 performed UPDATE on Medical_staff.
728,859,LOGIN,Appointments,2022-12-06,User 859 performed LOGIN on Appointments.
729,331,DELETE,Appointments,2023-11-21,User 331 performed DELETE on Appointments.
730,54,UPDATE,Medical_records,2024-07-05,User 54 performed UPDATE on Medical_records.
731,914,DELETE,Notifications,2025-08-03,User 914 performed DELETE on Notifications.
732,1187,INSERT,Appointments,2023-04-17,User 1187 performed INSERT on Appointments.
733,1061,DELETE,AI_Diagnosis,2022-08-15,User 1061 performed DELETE on AI_Diagnosis.
734,450,SELECT,Patients,2023-11-27,User 450 performed SELECT on Patients.
735,1082,SELECT,AI_Diagnosis,2026-01-31,User 1082 performed SELECT on AI_Diagnosis.
736,687,UPDATE,Medical_records,2023-01-09,User 687 performed UPDATE on Medical_records.
737,169,LOGOUT,Medical_records,2026-01-21,User 169 performed LOGOUT on Medical_records.
738,93,INSERT,Medical_staff,2022-01-26,User 93 performed INSERT on Medical_staff.
739,308,UPDATE,Medical_staff,2022-09-30,User 308 performed UPDATE on Medical_staff.
740,97,UPDATE,Appointments,2025-10-20,User 97 performed UPDATE on Appointments.
741,1117,SELECT,Appointments,2025-02-06,User 1117 performed SELECT on Appointments.
742,618,DELETE,Appointments,2024-01-06,User 618 performed DELETE on Appointments.
743,68,INSERT,Medical_records,2022-07-18,User 68 performed INSERT on Medical_records.
744,643,LOGOUT,Notifications,2023-05-07,User 643 performed LOGOUT on Notifications.
745,1113,UPDATE,Notifications,2024-02-13,User 1113 performed UPDATE on Notifications.
746,851,LOGIN,Medical_staff,2025-08-03,User 851 performed LOGIN on Medical_staff.
747,387,SELECT,Users,2024-11-05,User 387 performed SELECT on Users.
748,769,LOGOUT,Medical_staff,2025-06-16,User 769 performed LOGOUT on Medical_staff.
749,146,LOGIN,AI_Diagnosis,2025-01-15,User 146 performed LOGIN on AI_Diagnosis.
750,658,LOGOUT,Consultations,2023-03-27,User 658 performed LOGOUT on Consultations.
751,635,DELETE,Users,2026-01-26,User 635 performed DELETE on Users.
752,657,UPDATE,Medical_records,2025-05-06,User 657 performed UPDATE on Medical_records.
753,799,SELECT,AI_Diagnosis,2023-01-24,User 799 performed SELECT on AI_Diagnosis.
754,1007,DELETE,Medical_staff,2022-11-16,User 1007 performed DELETE on Medical_staff.
755,1110,UPDATE,Consultations,2024-10-28,User 1110 performed UPDATE on Consultations.
756,1114,LOGIN,Notifications,2022-08-11,User 1114 performed LOGIN on Notifications.
757,815,SELECT,Notifications,2023-04-16,User 815 performed SELECT on Notifications.
758,500,DELETE,Medical_records,2024-11-14,User 500 performed DELETE on Medical_records.
759,72,LOGIN,Consultations,2022-07-19,User 72 performed LOGIN on Consultations.
760,695,DELETE,Consultations,2024-02-16,User 695 performed DELETE on Consultations.
761,1046,UPDATE,Medical_staff,2025-05-25,User 1046 performed UPDATE on Medical_staff.
762,952,SELECT,Patients,2026-03-29,User 952 performed SELECT on Patients.
763,730,LOGOUT,Medical_staff,2025-09-27,User 730 performed LOGOUT on Medical_staff.
764,1176,INSERT,Consultations,2025-10-13,User 1176 performed INSERT on Consultations.
765,534,INSERT,Notifications,2024-01-31,User 534 performed INSERT on Notifications.
766,554,SELECT,Notifications,2023-12-25,User 554 performed SELECT on Notifications.
767,196,UPDATE,Notifications,2024-09-15,User 196 performed UPDATE on Notifications.
768,561,LOGIN,Patients,2024-07-27,User 561 performed LOGIN on Patients.
769,731,UPDATE,Users,2022-07-27,User 731 performed UPDATE on Users.
770,411,LOGIN,Appointments,2023-06-18,User 411 performed LOGIN on Appointments.
771,749,SELECT,Medical_records,2025-03-03,User 749 performed SELECT on Medical_records.
772,443,UPDATE,Medical_staff,2025-09-27,User 443 performed UPDATE on Medical_staff.
773,667,SELECT,Users,2022-08-11,User 667 performed SELECT on Users.
774,686,LOGOUT,Medical_records,2022-11-14,User 686 performed LOGOUT on Medical_records.
775,438,INSERT,Medical_staff,2024-09-24,User 438 performed INSERT on Medical_staff.
776,822,INSERT,Users,2025-03-08,User 822 performed INSERT on Users.
777,875,SELECT,Notifications,2026-02-23,User 875 performed SELECT on Notifications.
778,746,LOGOUT,Notifications,2022-06-21,User 746 performed LOGOUT on Notifications.
779,344,DELETE,Appointments,2023-04-17,User 344 performed DELETE on Appointments.
780,612,DELETE,Consultations,2023-10-02,User 612 performed DELETE on Consultations.
781,783,SELECT,Notifications,2025-04-05,User 783 performed SELECT on Notifications.
782,420,LOGIN,Medical_records,2024-02-01,User 420 performed LOGIN on Medical_records.
783,338,LOGIN,Consultations,2023-08-10,User 338 performed LOGIN on Consultations.
784,459,SELECT,Appointments,2026-03-24,User 459 performed SELECT on Appointments.
785,694,LOGOUT,Medical_records,2025-06-09,User 694 performed LOGOUT on Medical_records.
786,98,LOGIN,Appointments,2022-06-22,User 98 performed LOGIN on Appointments.
787,165,LOGOUT,Notifications,2025-11-10,User 165 performed LOGOUT on Notifications.
788,1055,SELECT,AI_Diagnosis,2025-11-13,User 1055 performed SELECT on AI_Diagnosis.
789,541,DELETE,AI_Diagnosis,2024-12-09,User 541 performed DELETE on AI_Diagnosis.
790,895,LOGIN,AI_Diagnosis,2023-02-13,User 895 performed LOGIN on AI_Diagnosis.
791,269,INSERT,AI_Diagnosis,2022-05-10,User 269 performed INSERT on AI_Diagnosis.
792,1090,INSERT,Consultations,2024-04-07,User 1090 performed INSERT on Consultations.
793,519,DELETE,Consultations,2025-09-20,User 519 performed DELETE on Consultations.
794,1124,UPDATE,Notifications,2026-03-22,User 1124 performed UPDATE on Notifications.
795,1021,LOGOUT,Consultations,2024-10-29,User 1021 performed LOGOUT on Consultations.
796,957,LOGOUT,Patients,2026-01-01,User 957 performed LOGOUT on Patients.
797,234,DELETE,Appointments,2026-01-14,User 234 performed DELETE on Appointments.
798,1171,LOGIN,AI_Diagnosis,2023-07-04,User 1171 performed LOGIN on AI_Diagnosis.
799,43,DELETE,Medical_staff,2022-06-08,User 43 performed DELETE on Medical_staff.
800,1184,INSERT,Medical_staff,2026-01-10,User 1184 performed INSERT on Medical_staff.
801,1095,LOGOUT,Users,2025-09-06,User 1095 performed LOGOUT on Users.
802,249,INSERT,AI_Diagnosis,2023-08-15,User 249 performed INSERT on AI_Diagnosis.
803,346,SELECT,Consultations,2023-09-30,User 346 performed SELECT on Consultations.
804,269,UPDATE,AI_Diagnosis,2023-09-28,User 269 performed UPDATE on AI_Diagnosis.
805,59,DELETE,Users,2022-06-17,User 59 performed DELETE on Users.
806,344,UPDATE,Users,2024-10-23,User 344 performed UPDATE on Users.
807,1159,LOGOUT,Appointments,2025-08-23,User 1159 performed LOGOUT on Appointments.
808,943,INSERT,Consultations,2022-04-12,User 943 performed INSERT on Consultations.
809,484,DELETE,AI_Diagnosis,2025-10-31,User 484 performed DELETE on AI_Diagnosis.
810,566,UPDATE,Consultations,2025-02-13,User 566 performed UPDATE on Consultations.
811,1161,INSERT,Patients,2022-03-02,User 1161 performed INSERT on Patients.
812,638,LOGOUT,Medical_records,2023-06-07,User 638 performed LOGOUT on Medical_records.
813,824,INSERT,Consultations,2022-11-05,User 824 performed INSERT on Consultations.
814,1111,LOGOUT,Users,2023-06-16,User 1111 performed LOGOUT on Users.
815,1167,LOGIN,AI_Diagnosis,2023-01-01,User 1167 performed LOGIN on AI_Diagnosis.
816,820,UPDATE,Consultations,2025-08-28,User 820 performed UPDATE on Consultations.
817,686,INSERT,Consultations,2022-01-17,User 686 performed INSERT on Consultations.
818,1134,SELECT,Notifications,2024-06-24,User 1134 performed SELECT on Notifications.
819,109,DELETE,Medical_records,2026-02-19,User 109 performed DELETE on Medical_records.
820,1185,DELETE,AI_Diagnosis,2025-05-11,User 1185 performed DELETE on AI_Diagnosis.
821,38,UPDATE,Users,2023-07-25,User 38 performed UPDATE on Users.
822,95,SELECT,Medical_staff,2022-11-03,User 95 performed SELECT on Medical_staff.
823,1082,UPDATE,Appointments,2024-01-08,User 1082 performed UPDATE on Appointments.
824,1165,LOGIN,Medical_staff,2024-12-27,User 1165 performed LOGIN on Medical_staff.
825,1030,SELECT,Notifications,2025-06-29,User 1030 performed SELECT on Notifications.
826,162,LOGIN,Notifications,2023-08-02,User 162 performed LOGIN on Notifications.
827,1062,LOGOUT,Medical_staff,2022-06-05,User 1062 performed LOGOUT on Medical_staff.
828,360,INSERT,Medical_records,2023-05-03,User 360 performed INSERT on Medical_records.
829,577,LOGIN,Notifications,2022-03-13,User 577 performed LOGIN on Notifications.
830,718,LOGIN,Appointments,2026-03-31,User 718 performed LOGIN on Appointments.
831,1024,INSERT,Notifications,2022-10-27,User 1024 performed INSERT on Notifications.
832,950,UPDATE,Appointments,2023-11-16,User 950 performed UPDATE on Appointments.
833,286,SELECT,Medical_staff,2025-12-29,User 286 performed SELECT on Medical_staff.
834,430,SELECT,Consultations,2022-08-16,User 430 performed SELECT on Consultations.
835,504,LOGIN,AI_Diagnosis,2022-04-29,User 504 performed LOGIN on AI_Diagnosis.
836,657,SELECT,Consultations,2024-06-04,User 657 performed SELECT on Consultations.
837,332,LOGIN,Medical_staff,2024-10-15,User 332 performed LOGIN on Medical_staff.
838,766,DELETE,AI_Diagnosis,2022-04-02,User 766 performed DELETE on AI_Diagnosis.
839,108,LOGIN,Notifications,2023-06-07,User 108 performed LOGIN on Notifications.
840,844,INSERT,Medical_staff,2024-02-08,User 844 performed INSERT on Medical_staff.
841,1175,LOGIN,Medical_staff,2024-11-19,User 1175 performed LOGIN on Medical_staff.
842,502,LOGIN,Users,2024-04-09,User 502 performed LOGIN on Users.
843,91,INSERT,Notifications,2024-05-15,User 91 performed INSERT on Notifications.
844,1031,DELETE,Notifications,2024-07-19,User 1031 performed DELETE on Notifications.
845,901,LOGIN,Users,2023-04-18,User 901 performed LOGIN on Users.
846,281,DELETE,AI_Diagnosis,2026-04-19,User 281 performed DELETE on AI_Diagnosis.
847,689,UPDATE,Appointments,2022-03-26,User 689 performed UPDATE on Appointments.
848,465,LOGOUT,Notifications,2022-06-05,User 465 performed LOGOUT on Notifications.
849,1169,LOGIN,Appointments,2022-09-15,User 1169 performed LOGIN on Appointments.
850,775,LOGOUT,Patients,2023-05-23,User 775 performed LOGOUT on Patients.
851,1110,LOGOUT,Notifications,2022-08-17,User 1110 performed LOGOUT on Notifications.
852,761,LOGOUT,AI_Diagnosis,2025-08-08,User 761 performed LOGOUT on AI_Diagnosis.
853,585,UPDATE,Appointments,2024-03-15,User 585 performed UPDATE on Appointments.
854,1096,UPDATE,AI_Diagnosis,2026-02-17,User 1096 performed UPDATE on AI_Diagnosis.
855,1075,INSERT,Appointments,2024-07-14,User 1075 performed INSERT on Appointments.
856,163,SELECT,Consultations,2025-01-31,User 163 performed SELECT on Consultations.
857,888,DELETE,Patients,2024-07-23,User 888 performed DELETE on Patients.
858,584,SELECT,Consultations,2025-11-14,User 584 performed SELECT on Consultations.
859,301,INSERT,Medical_staff,2024-04-27,User 301 performed INSERT on Medical_staff.
860,692,DELETE,Users,2024-02-13,User 692 performed DELETE on Users.
861,651,SELECT,Notifications,2023-03-29,User 651 performed SELECT on Notifications.
862,790,LOGOUT,Appointments,2024-03-11,User 790 performed LOGOUT on Appointments.
863,400,LOGOUT,Consultations,2023-03-04,User 400 performed LOGOUT on Consultations.
864,293,LOGOUT,Medical_records,2022-12-27,User 293 performed LOGOUT on Medical_records.
865,432,INSERT,Medical_staff,2026-03-28,User 432 performed INSERT on Medical_staff.
866,375,INSERT,Patients,2023-04-18,User 375 performed INSERT on Patients.
867,1008,LOGIN,Medical_records,2022-03-04,User 1008 performed LOGIN on Medical_records.
868,619,LOGOUT,AI_Diagnosis,2025-02-26,User 619 performed LOGOUT on AI_Diagnosis.
869,441,SELECT,Patients,2026-03-30,User 441 performed SELECT on Patients.
870,190,UPDATE,Appointments,2023-02-16,User 190 performed UPDATE on Appointments.
871,687,SELECT,Appointments,2026-02-24,User 687 performed SELECT on Appointments.
872,1013,LOGOUT,AI_Diagnosis,2025-12-21,User 1013 performed LOGOUT on AI_Diagnosis.
873,711,LOGIN,Patients,2022-06-15,User 711 performed LOGIN on Patients.
874,367,LOGIN,Medical_records,2025-04-22,User 367 performed LOGIN on Medical_records.
875,266,LOGIN,Medical_records,2022-02-19,User 266 performed LOGIN on Medical_records.
876,140,UPDATE,Appointments,2024-06-28,User 140 performed UPDATE on Appointments.
877,30,LOGOUT,Medical_staff,2023-10-20,User 30 performed LOGOUT on Medical_staff.
878,972,DELETE,Patients,2025-09-17,User 972 performed DELETE on Patients.
879,1132,DELETE,Patients,2026-01-22,User 1132 performed DELETE on Patients.
880,968,LOGOUT,Medical_staff,2025-05-17,User 968 performed LOGOUT on Medical_staff.
881,161,INSERT,Appointments,2025-05-21,User 161 performed INSERT on Appointments.
882,319,LOGIN,Medical_records,2023-02-07,User 319 performed LOGIN on Medical_records.
883,843,LOGIN,Notifications,2026-03-14,User 843 performed LOGIN on Notifications.
884,640,LOGIN,Appointments,2025-01-23,User 640 performed LOGIN on Appointments.
885,303,SELECT,Appointments,2022-06-29,User 303 performed SELECT on Appointments.
886,489,LOGIN,Patients,2025-11-09,User 489 performed LOGIN on Patients.
887,40,LOGOUT,Appointments,2023-05-27,User 40 performed LOGOUT on Appointments.
888,1152,UPDATE,Appointments,2024-06-07,User 1152 performed UPDATE on Appointments.
889,934,LOGOUT,Appointments,2025-12-10,User 934 performed LOGOUT on Appointments.
890,829,INSERT,Medical_staff,2026-01-13,User 829 performed INSERT on Medical_staff.
891,128,DELETE,AI_Diagnosis,2025-10-10,User 128 performed DELETE on AI_Diagnosis.
892,848,INSERT,Medical_staff,2024-01-18,User 848 performed INSERT on Medical_staff.
893,862,INSERT,Users,2025-01-02,User 862 performed INSERT on Users.
894,221,LOGIN,Consultations,2025-08-14,User 221 performed LOGIN on Consultations.
895,154,INSERT,Notifications,2025-12-03,User 154 performed INSERT on Notifications.
896,591,LOGOUT,Medical_records,2025-03-30,User 591 performed LOGOUT on Medical_records.
897,378,UPDATE,Appointments,2022-05-11,User 378 performed UPDATE on Appointments.
898,1005,LOGOUT,Users,2026-01-01,User 1005 performed LOGOUT on Users.
899,1071,LOGIN,Appointments,2025-08-12,User 1071 performed LOGIN on Appointments.
900,302,INSERT,Consultations,2022-03-21,User 302 performed INSERT on Consultations.
901,1146,LOGIN,Consultations,2022-01-15,User 1146 performed LOGIN on Consultations.
902,985,UPDATE,Appointments,2022-10-30,User 985 performed UPDATE on Appointments.
903,291,LOGOUT,AI_Diagnosis,2023-09-07,User 291 performed LOGOUT on AI_Diagnosis.
904,901,LOGIN,Appointments,2022-03-12,User 901 performed LOGIN on Appointments.
905,186,LOGIN,Medical_staff,2023-07-02,User 186 performed LOGIN on Medical_staff.
906,254,INSERT,Appointments,2023-09-21,User 254 performed INSERT on Appointments.
907,552,DELETE,Medical_records,2023-11-26,User 552 performed DELETE on Medical_records.
908,509,SELECT,Medical_staff,2022-10-11,User 509 performed SELECT on Medical_staff.
909,547,LOGIN,Medical_staff,2022-07-08,User 547 performed LOGIN on Medical_staff.
910,1016,LOGIN,Users,2025-01-29,User 1016 performed LOGIN on Users.
911,539,SELECT,AI_Diagnosis,2022-03-30,User 539 performed SELECT on AI_Diagnosis.
912,319,UPDATE,Medical_records,2024-11-04,User 319 performed UPDATE on Medical_records.
913,389,INSERT,Patients,2025-05-19,User 389 performed INSERT on Patients.
914,135,DELETE,AI_Diagnosis,2022-05-21,User 135 performed DELETE on AI_Diagnosis.
915,192,INSERT,Medical_staff,2025-08-06,User 192 performed INSERT on Medical_staff.
916,492,LOGOUT,AI_Diagnosis,2026-04-25,User 492 performed LOGOUT on AI_Diagnosis.
917,1184,LOGOUT,Medical_records,2023-05-07,User 1184 performed LOGOUT on Medical_records.
918,636,INSERT,Patients,2025-10-03,User 636 performed INSERT on Patients.
919,313,DELETE,Medical_records,2023-12-15,User 313 performed DELETE on Medical_records.
920,95,DELETE,Notifications,2023-02-21,User 95 performed DELETE on Notifications.
921,218,INSERT,Notifications,2026-04-11,User 218 performed INSERT on Notifications.
922,323,SELECT,Medical_staff,2023-07-31,User 323 performed SELECT on Medical_staff.
923,136,LOGIN,AI_Diagnosis,2024-08-16,User 136 performed LOGIN on AI_Diagnosis.
924,885,LOGOUT,Notifications,2022-06-29,User 885 performed LOGOUT on Notifications.
925,961,SELECT,AI_Diagnosis,2025-12-08,User 961 performed SELECT on AI_Diagnosis.
926,383,LOGIN,Notifications,2022-09-14,User 383 performed LOGIN on Notifications.
927,41,DELETE,Medical_records,2026-04-23,User 41 performed DELETE on Medical_records.
928,1009,DELETE,Consultations,2022-04-29,User 1009 performed DELETE on Consultations.
929,192,LOGOUT,Medical_staff,2022-05-10,User 192 performed LOGOUT on Medical_staff.
930,97,LOGOUT,Patients,2024-12-15,User 97 performed LOGOUT on Patients.
931,308,DELETE,Medical_records,2023-03-10,User 308 performed DELETE on Medical_records.
932,97,SELECT,Users,2022-07-18,User 97 performed SELECT on Users.
933,238,SELECT,Notifications,2025-02-15,User 238 performed SELECT on Notifications.
934,330,DELETE,Consultations,2023-10-18,User 330 performed DELETE on Consultations.
935,312,LOGIN,Patients,2022-03-28,User 312 performed LOGIN on Patients.
936,635,LOGIN,Notifications,2022-02-20,User 635 performed LOGIN on Notifications.
937,747,DELETE,Notifications,2025-02-28,User 747 performed DELETE on Notifications.
938,50,DELETE,Patients,2024-11-02,User 50 performed DELETE on Patients.
939,616,LOGOUT,Users,2025-09-09,User 616 performed LOGOUT on Users.
940,179,SELECT,Patients,2023-06-15,User 179 performed SELECT on Patients.
941,258,INSERT,Medical_staff,2024-09-08,User 258 performed INSERT on Medical_staff.
942,432,INSERT,AI_Diagnosis,2025-02-18,User 432 performed INSERT on AI_Diagnosis.
943,1113,SELECT,Users,2022-09-17,User 1113 performed SELECT on Users.
944,792,UPDATE,Medical_records,2022-12-05,User 792 performed UPDATE on Medical_records.
945,1070,DELETE,Medical_staff,2022-08-25,User 1070 performed DELETE on Medical_staff.
946,478,UPDATE,Appointments,2023-10-21,User 478 performed UPDATE on Appointments.
947,1131,LOGOUT,Patients,2022-12-25,User 1131 performed LOGOUT on Patients.
948,152,INSERT,Appointments,2024-09-10,User 152 performed INSERT on Appointments.
949,977,INSERT,Patients,2022-10-18,User 977 performed INSERT on Patients.
950,489,UPDATE,Users,2025-01-16,User 489 performed UPDATE on Users.
951,286,UPDATE,Users,2022-02-18,User 286 performed UPDATE on Users.
952,895,UPDATE,AI_Diagnosis,2023-09-28,User 895 performed UPDATE on AI_Diagnosis.
953,170,LOGOUT,Users,2024-08-27,User 170 performed LOGOUT on Users.
954,110,LOGIN,Appointments,2022-12-09,User 110 performed LOGIN on Appointments.
955,1040,SELECT,Patients,2023-06-25,User 1040 performed SELECT on Patients.
956,197,SELECT,Consultations,2023-10-01,User 197 performed SELECT on Consultations.
957,461,DELETE,Medical_staff,2023-03-27,User 461 performed DELETE on Medical_staff.
958,624,LOGIN,Consultations,2026-01-04,User 624 performed LOGIN on Consultations.
959,1031,LOGIN,Medical_records,2023-09-22,User 1031 performed LOGIN on Medical_records.
960,709,LOGOUT,Users,2024-07-15,User 709 performed LOGOUT on Users.
961,587,LOGOUT,Notifications,2025-07-06,User 587 performed LOGOUT on Notifications.
962,605,LOGOUT,Appointments,2023-02-06,User 605 performed LOGOUT on Appointments.
963,473,INSERT,Medical_staff,2022-02-02,User 473 performed INSERT on Medical_staff.
964,445,INSERT,Users,2025-01-26,User 445 performed INSERT on Users.
965,167,LOGIN,Consultations,2024-01-08,User 167 performed LOGIN on Consultations.
966,1052,DELETE,Appointments,2023-12-04,User 1052 performed DELETE on Appointments.
967,7,SELECT,Medical_records,2025-05-18,User 7 performed SELECT on Medical_records.
968,312,DELETE,Patients,2026-02-11,User 312 performed DELETE on Patients.
969,566,LOGIN,Consultations,2025-03-12,User 566 performed LOGIN on Consultations.
970,516,UPDATE,AI_Diagnosis,2023-02-06,User 516 performed UPDATE on AI_Diagnosis.
971,488,UPDATE,Consultations,2022-12-27,User 488 performed UPDATE on Consultations.
972,420,LOGOUT,Notifications,2026-02-26,User 420 performed LOGOUT on Notifications.
973,723,DELETE,Notifications,2026-05-08,User 723 performed DELETE on Notifications.
974,1130,DELETE,Patients,2022-11-17,User 1130 performed DELETE on Patients.
975,281,INSERT,Patients,2024-02-06,User 281 performed INSERT on Patients.
976,390,LOGIN,Medical_staff,2026-03-28,User 390 performed LOGIN on Medical_staff.
977,1016,LOGOUT,Medical_records,2024-07-10,User 1016 performed LOGOUT on Medical_records.
978,757,INSERT,Appointments,2023-01-13,User 757 performed INSERT on Appointments.
979,574,SELECT,Users,2022-06-05,User 574 performed SELECT on Users.
980,1119,UPDATE,Users,2025-05-01,User 1119 performed UPDATE on Users.
981,204,DELETE,Notifications,2022-08-21,User 204 performed DELETE on Notifications.
982,343,INSERT,Consultations,2026-02-04,User 343 performed INSERT on Consultations.
983,544,INSERT,AI_Diagnosis,2025-04-22,User 544 performed INSERT on AI_Diagnosis.
984,1038,UPDATE,Medical_staff,2022-02-07,User 1038 performed UPDATE on Medical_staff.
985,12,SELECT,AI_Diagnosis,2022-06-04,User 12 performed SELECT on AI_Diagnosis.
986,863,LOGOUT,Patients,2022-07-24,User 863 performed LOGOUT on Patients.
987,64,LOGIN,Appointments,2026-05-08,User 64 performed LOGIN on Appointments.
988,225,SELECT,Appointments,2023-09-25,User 225 performed SELECT on Appointments.
989,1157,SELECT,Appointments,2022-12-25,User 1157 performed SELECT on Appointments.
990,196,DELETE,Users,2023-03-30,User 196 performed DELETE on Users.
991,494,LOGIN,AI_Diagnosis,2023-10-19,User 494 performed LOGIN on AI_Diagnosis.
992,414,INSERT,AI_Diagnosis,2023-11-02,User 414 performed INSERT on AI_Diagnosis.
993,269,LOGIN,Notifications,2022-07-24,User 269 performed LOGIN on Notifications.
994,379,LOGOUT,Medical_records,2023-06-08,User 379 performed LOGOUT on Medical_records.
995,48,LOGOUT,Patients,2022-03-09,User 48 performed LOGOUT on Patients.
996,276,DELETE,Appointments,2024-10-08,User 276 performed DELETE on Appointments.
997,685,LOGIN,Consultations,2024-12-27,User 685 performed LOGIN on Consultations.
998,467,DELETE,Patients,2025-08-01,User 467 performed DELETE on Patients.
999,93,UPDATE,Medical_records,2025-02-22,User 93 performed UPDATE on Medical_records.
1000,969,LOGOUT,Medical_staff,2022-01-27,User 969 performed LOGOUT on Medical_staff.
